method,items_number,index,binsize,time,success,runtime
solve_cpp_localsearch,501,2,1000,0.06773346199952357,True,0.07826119800029119
solve_cpp_localsearch,501,3,1000,0.07973203100027604,True,0.08574302699980763
solve_cpp_localsearch,501,4,1000,0.07953705899944907,True,0.07989284200084512
solve_cpp_localsearch,501,5,1000,0.08973811000032583,True,0.090110359999926
solve_cpp_localsearch,501,6,1000,0.09165246799966553,True,0.09262774799935869
solve_cpp_localsearch,501,7,1000,0.08312787799968646,True,0.08422745000007126
solve_cpp_localsearch,501,8,1000,0.07886750000034226,True,0.07920816299974831
solve_cpp_localsearch,501,9,1000,0.0826664169999276,True,0.08772129699991638
solve_cpp_localsearch,501,10,1000,0.032318644000042696,True,0.036203772000590106
solve_cpp_localsearch,501,11,1000,0.2231785989997661,True,0.22354367400021147
solve_cpp_localsearch,501,12,1000,0.047145997999905376,True,0.0475314260002051
solve_cpp_localsearch,501,13,1000,0.05163322299995343,True,0.05198106700026983
solve_cpp_localsearch,501,14,1000,0.06537214400032099,True,0.0657628709996061
solve_cpp_localsearch,501,15,1000,0.07372689399926458,True,0.0742924279993531
solve_cpp_localsearch,501,16,1000,0.07456435600033728,True,0.07493888800036075
solve_cpp_localsearch,501,17,1000,0.06625478500063764,True,0.06659008899987384
solve_cpp_localsearch,501,18,1000,0.10806533100003435,True,0.10845979399982753
solve_cpp_localsearch,501,19,1000,10.199259173000428,True,10.200722373000644
solve_py_localsearch,60,0,1000,0.012947365000400168,True,0.013051224000264483
solve_py_localsearch,60,1,1000,0.4802837619999991,True,0.48037484399992536
solve_py_localsearch,60,2,1000,0.001482065999880433,True,0.0017523739998068777
solve_py_localsearch,60,3,1000,0.056573842999569024,True,0.056668713000362914
solve_py_localsearch,60,4,1000,0.009963857000002463,True,0.01020672199956607
solve_py_localsearch,60,5,1000,0.022808826000073168,True,0.023195433999717352
solve_py_localsearch,60,6,1000,0.05701745199985453,True,0.05711236199931591
solve_py_localsearch,60,7,1000,0.03898310200020205,True,0.03910835799979395
solve_py_localsearch,60,8,1000,0.016591316999438277,True,0.01670528400063631
solve_py_localsearch,60,9,1000,0.01896719900014432,True,0.01906697200047347
solve_py_localsearch,60,10,1000,0.004917299999760871,True,0.005052161000094202
solve_py_localsearch,60,11,1000,0.001914342999953078,True,0.0020435439992070314
solve_py_localsearch,60,12,1000,0.3147885319995112,True,0.3149224399994637
solve_py_localsearch,60,13,1000,0.0047512720002487185,True,0.0049227460003749
solve_py_localsearch,60,14,1000,4.379639642999791,True,4.379762620000292
solve_py_localsearch,60,15,1000,0.011107135999736784,True,0.011221421000300325
solve_py_localsearch,60,16,1000,0.004563499999676424,True,0.004699752999840712
solve_py_localsearch,60,17,1000,0.0027700000000550062,True,0.0028735440000673407
solve_py_localsearch,60,18,1000,4.348385543000404,True,4.348501873999339
solve_py_localsearch,60,19,1000,0.021295886999723734,True,0.021420479999505915
solve_py_localsearch,120,0,1000,1.1522381730001143,True,1.1523733490002996
solve_py_localsearch,120,1,1000,2.2616720659998464,True,2.2617897589998393
solve_py_localsearch,120,2,1000,0.5322422659992299,True,0.5323847339996064
solve_py_localsearch,120,3,1000,0.23572338600024523,True,0.23584218399992096
solve_py_localsearch,120,4,1000,0.220420467000622,True,0.22057400999983656
solve_py_localsearch,120,5,1000,0.05498597899986635,True,0.055114810000304715
solve_py_localsearch,120,6,1000,0.07509107700025197,True,0.07522985800005699
solve_py_localsearch,120,7,1000,0.9319591279991073,True,0.9321062680000978
solve_py_localsearch,120,8,1000,0.15346010200028104,True,0.15358484799980943
solve_py_localsearch,120,9,1000,0.18663046100027714,True,0.18695991599997797
solve_py_localsearch,120,10,1000,0.1297778339994693,True,0.1299072560004788
solve_py_localsearch,120,11,1000,0.4192938280002636,True,0.4194181660004688
solve_py_localsearch,120,12,1000,0.05725117100064381,True,0.05736340099974768
solve_py_localsearch,120,13,1000,0.13963825500013627,True,0.13975653200031957
solve_py_localsearch,120,14,1000,0.030338327000208665,True,0.030464294999546837
solve_py_localsearch,120,15,1000,0.30239908500061574,True,0.30251866900016466
solve_py_localsearch,120,16,1000,0.2554942100005064,True,0.2559936959996776
solve_py_localsearch,120,17,1000,0.15746286400008103,True,0.15757886700066592
solve_py_localsearch,120,18,1000,0.014836488000582904,True,0.014960943999540177
solve_py_localsearch,120,19,1000,0.07585949800068192,True,0.07597871500001929
solve_py_localsearch,249,0,1000,1.331173853999644,True,1.3313117620000412
solve_py_localsearch,249,1,1000,0.19987589700031094,True,0.2000662780001221
solve_py_localsearch,249,2,1000,0.21027911300006963,True,0.21043887699943298
solve_py_localsearch,249,3,1000,0.1117914930000552,True,0.11194801600049686
solve_py_localsearch,249,4,1000,0.3993604850002157,True,0.39950876100010646
solve_py_localsearch,249,5,1000,0.23943015300028492,True,0.23957715300002747
solve_py_localsearch,249,6,1000,2.307975340999292,True,2.3084223079995354
solve_py_localsearch,249,7,1000,0.16469707200030825,True,0.16504497400001128
solve_py_localsearch,249,8,1000,0.22747628900015116,True,0.2276169460001256
solve_py_localsearch,249,9,1000,0.19783037100023648,True,0.19797830200059252
solve_py_localsearch,249,10,1000,0.0950752469998406,True,0.09521758600021712
solve_py_localsearch,249,11,1000,0.09836658200038073,True,0.09849342899997282
solve_py_localsearch,249,12,1000,0.45104887500019686,True,0.45120634399972914
solve_py_localsearch,249,13,1000,0.21080701199934992,True,0.21096201799991832
solve_py_localsearch,249,14,1000,0.19308035100038978,True,0.193304745000205
solve_py_localsearch,249,15,1000,0.13241990500046086,True,0.13258310400033224
solve_py_localsearch,249,16,1000,0.12910984399968584,True,0.1292711350006357
solve_py_localsearch,249,17,1000,0.9151576209997074,True,0.9152997330002108
solve_py_localsearch,249,18,1000,0.12184993699975166,True,0.12199033599972608
solve_py_localsearch,249,19,1000,0.11831329300002835,True,0.11847736200070358
solve_py_localsearch,501,0,1000,0.6598188970001502,True,0.6601789699998335
solve_py_localsearch,501,1,1000,0.7408102400004282,True,0.7409916279993922
solve_py_localsearch,501,2,1000,0.3985568030002469,True,0.3997346080004718
solve_py_localsearch,501,3,1000,1.07719866700063,True,1.0775690689997646
solve_py_localsearch,501,4,1000,0.8507546820001153,True,0.8509436979993552
solve_py_localsearch,501,5,1000,0.4056818110002496,True,0.40600411999912467
solve_py_localsearch,501,6,1000,0.9790031570000792,True,0.9794089460001487
solve_py_localsearch,501,7,1000,0.4119055480005045,True,0.4122580190005465
solve_py_localsearch,501,8,1000,0.6214105680001012,True,0.623127401999227
solve_py_localsearch,501,9,1000,0.47639542300021276,True,0.4767119200005254
solve_py_localsearch,501,10,1000,0.4561474689999159,True,0.45635471399964445
solve_py_localsearch,501,11,1000,0.5670102200001566,True,0.5672160849999273
solve_py_localsearch,501,12,1000,0.4236530629996196,True,0.4238577169999189
solve_py_localsearch,501,13,1000,0.4183322449998741,True,0.41862958500041714
solve_py_localsearch,501,14,1000,0.4980515339993872,True,0.4982361359998322
solve_py_localsearch,501,15,1000,1.6643644969999514,True,1.6646969769999487
solve_py_localsearch,501,16,1000,0.7195933720004177,True,0.7204651040001409
solve_py_localsearch,501,17,1000,0.6263090680004098,True,0.6266386609995607
solve_py_localsearch,501,18,1000,2.0957708200003253,True,2.0959877459999916
solve_py_localsearch,501,19,1000,0.9662665250007194,True,0.9669341119997625
